VDATE,GLOBAL_INTRA_DECOR_OVERLAY,TL1_GLOBAL_TREND_OVERLAY,TL9_INTRA,TL2_FUTURES,SPREAD_COMB_US,TL2_HIGHVASSETS,TL5_INTRA_LS,TL3_INTRA,TL7_INTRA_QUATERLY,HTTS_SHORT_ONLY,HTTS_DEFENSIVE,INTRA_CORRELATION,TL1_INTRA_TRAILLING,TL3_NON_CORRELATED,GLOBAL_INTRA_COR_OVERLAY,TL3_MULTIOPTSHORT,TL10_INTRA_ZONE,TL4_INTRA_LS,TL2_INVERSE_CORR,SPREAD_US_2,TL2_INTRA,TL2_NON_CORR,INTRA_DECORRELATION_500,TL2_POSITIVE_CORR,INTRA_INVERSE_500,THR,TEAM_LEADER_3,HTTS_SPREAD_3,HTTS_SHORT_COMBINED,HTTS_TOP1000,SPREAD_US_OVERLAY,SPREAD_INDEX_OVERLAY,HTTS_BIGBASKET_DECORR,INTRA_BONDS,SPREAD_COMMODITY_OVERLAY,HTTS_BIGBASKET_CORR,INTRA_COMMODITY,HTTS_BIG_FUT_INDIA_OVERLAY,TOP_1000_ORIGINAL,TOP_1000_OVERLAY,TOP_250_DECOR_OVERLAY,TOP_500_COR_OVERLAY
10-06-2024,0,2167.237,0,16472.71,0,-280.495,0,0,0,0,0,0,0,1170.611,0,-302.183,-1123.93,0,-1413.34,0,0,0,0,0,0,-179075,0,0,0,0,858.6273,0,0,0,0,0,0,0,0,0,0,0
11-06-2024,0,1235.901,0,-15010.3,0,-3912.85,0,0,0,0,0,0,0,-2808.58,0,2490.048,260.0012,0,186.6364,0,0,0,0,0,0,291444.8,0,0,0,0,-1722.41,0,0,0,0,0,0,0,0,0,0,0
12-06-2024,0,9141.872,0,-17368,0,33.06796,0,0,0,0,0,0,0,1415.911,0,-7706.9,7904.668,0,-541.384,0,0,0,0,0,0,822965.3,0,0,0,0,3218.964,0,0,0,0,0,0,0,0,0,0,0
13-06-2024,0,8522.204,0,3526.6,0,2651.821,0,0,0,0,0,0,0,-1312.46,0,651.3033,3855.325,0,-1756.4,0,0,0,0,0,0,17555.54,0,0,0,0,-6690.73,0,0,0,0,0,0,0,0,0,0,0
14-06-2024,0,-1866.61,0,503.6663,0,-2030.33,0,0,0,0,0,0,0,-472.705,0,6555.355,-270.836,0,1372.638,0,0,0,0,0,0,5369.382,0,0,0,0,-7552.02,-182.787,0,0,0,0,0,0,0,0,0,0
17-06-2024,0,4859.339,0,6020.145,0,1621.25,0,0,0,0,0,0,0,3604.708,0,3279.814,6699.901,0,-224.498,0,0,0,0,0,0,43188.89,0,0,0,0,7246.198,3935.368,0,0,0,0,0,0,0,0,0,0
18-06-2024,0,3443.279,0,4210.961,0,-696.03,0,0,0,0,0,0,0,1130.871,0,-3479.68,4756.59,0,675.2876,0,0,0,0,0,0,-330063,0,0,0,0,1204.421,2027.884,0,0,0,0,0,0,0,0,0,0
19-06-2024,0,-0.13525,0,-3.94134,0,9.834388,0,0,0,0,0,0,0,0.12024,0,0.474421,0.120173,0,53.11065,0,0,0,0,0,0,-121.88,0,0,0,0,-0.06059,-0.17088,0,0,0,0,0,0,0,0,0,0
20-06-2024,-292.057,-1700.22,0,-4203.35,0,-558.266,0,0,0,0,0,0,0,-151.604,-5783.03,-379.227,-3705.47,0,-791.172,0,0,0,0,0,0,256465.5,0,0,0,0,2496.062,4951.804,0,0,0,0,0,0,0,0,0,0
21-06-2024,73.23203,-112.538,0,-2898.87,0,1329.178,0,0,0,0,0,0,0,-2051.62,-2588.95,-661.106,1462.52,0,-0.77414,0,0,0,0,0,0,99972.24,0,0,0,0,4992.098,-1708.67,0,0,0,0,0,0,0,0,0,0
24-06-2024,-806.279,-1153.25,0,-4121.22,0,-1241.62,0,0,0,0,0,0,0,-903.552,1376.336,-1067.78,-737.342,0,-210.729,0,0,0,0,0,0,69601.14,0,0,0,0,6783.562,-4153.64,373.2641,0,0,0,0,0,0,0,0,0
25-06-2024,2996.741,-3295.57,0,184.7013,0,0,0,0,0,0,0,0,0,-3075.94,-762.586,2388.482,-21.1327,0,1462.674,0,0,0,0,0,0,21891.01,0,0,0,0,-30535.5,3674.295,181.4381,0,0,0,0,0,0,0,0,0
26-06-2024,-3360.95,2960.267,0,0,0,0,0,0,0,0,0,0,0,-762.502,-5861.9,-912.653,-702.885,0,1389.743,0,0,0,0,0,0,-82346.3,0,0,0,0,160.6989,-5483.83,75.03052,0,-1155.14,0,0,0,0,0,0,0
27-06-2024,17906.48,618.3896,0,0,0,0,0,0,0,0,0,0,0,5878.35,1211.448,6265.892,-1042.66,0,-33.6691,0,0,0,0,0,0,145226.8,0,0,0,0,8169.041,6778.867,2612.623,0,2225.74,-744.158,0,0,0,0,0,0
28-06-2024,-16348.5,-190.036,0,0,0,0,0,0,0,0,0,0,0,2463.816,-8562.16,516.043,-1060.07,0,-1068.81,0,0,0,0,0,0,-46442.5,0,0,0,0,15944.72,1402.709,-2828.18,0,1411.418,-2094.68,0,0,0,0,0,0
01-07-2024,-1377.41,-1221.86,0,0,0,0,0,0,0,0,0,0,0,686.099,-3207.6,3697.396,2716.006,0,7259.139,0,0,0,0,0,0,-379332,0,0,0,0,-20410.6,5233.301,658.2393,0,5559.766,1762.75,0,0,0,0,0,0
02-07-2024,-3827.7,5122.451,0,0,0,0,0,0,0,0,0,0,0,-1131.65,6521.399,-2975.82,1494.307,0,-1272.54,0,0,0,0,0,0,150699.5,0,0,0,0,-8137.17,-8000.77,1855.04,0,-1890.09,4638.741,0,0,0,0,0,0
03-07-2024,-1637.8,4007.198,0,0,0,0,0,0,0,0,0,0,0,-664.157,6137.075,-4566.69,377.5419,0,-2932.31,0,0,0,0,0,0,493977,0,0,0,0,-2511.5,18086.58,1783.066,0,20586.42,5793.025,0,0,0,0,0,0
04-07-2024,0.575874,-0.77931,0,0,0,0,0,0,0,0,0,0,0,0.69138,0.001121,-0.84781,0.691036,0,0.233099,0,0,0,0,0,0,2869.147,0,0,0,0,-0.13874,-11.215,-0.08679,0,-0.15653,0.419173,0,0,0,0,0,0
05-07-2024,2657.633,3030.551,0,0,0,0,0,0,0,0,0,0,0,0,10109.9,-1350.93,3618.941,0,-851.377,0,0,0,0,0,0,426816.5,0,0,0,0,-24515,19137.1,1436.209,0,13501.84,-2415.74,0,0,0,0,0,0
08-07-2024,14608.88,-3467.68,0,0,0,0,0,0,0,0,0,0,0,0,2063.574,-2133.63,-5710.09,0,539.5404,0,0,0,0,0,0,69066.89,0,0,0,0,6594.453,5234.514,-450.933,0,-5795.89,6142.882,0,0,0,0,0,0
09-07-2024,1868.746,-1366.29,0,0,0,0,0,0,0,0,0,0,0,0,418.3685,4423.678,-36.6194,0,-900.363,0,0,0,0,0,0,-256799,0,0,0,0,-2337.2,-8332.38,-232.835,0,-4229.95,260.7503,0,0,0,0,0,0
10-07-2024,1976.54,1076.414,0,0,0,0,0,3111.161,0,0,0,0,0,0,6030.2,-2250.28,1948.62,0,1798.571,0,0,0,0,0,0,174703.2,0,0,0,0,8165.689,6850.257,191.2089,0,5420.972,14439.46,0,0,0,0,0,0
11-07-2024,3119.749,7942.068,0,0,0,0,0,-10167,0,0,0,0,0,0,-931.828,-5361.03,-322.711,0,0,0,0,0,0,0,0,509013.1,0,0,0,0,18498.48,-7413.93,2287.136,0,1447.986,-6751.49,-1075.21,0,0,0,0,0
12-07-2024,3564.919,763.0912,0,0,0,0,0,2028.976,0,0,0,0,0,0,4941.795,-2644.16,1807.292,0,0,0,0,0,0,0,0,3434.871,0,0,0,0,5219.927,1074.017,-30.5341,0,3295.329,4691.591,-117.954,0,0,0,0,0
15-07-2024,130.8899098,-1289.495538,0,0,0,0,0,849.5502857,0,0,0,0,0,0,1968.474872,2501.78688,-3130.793405,0,0,0,0,0,0,0,0,-62773.58965,0,0,0,0,4529.015457,-14010.32782,-1096.475854,0,-5525.025724,4932.575792,-610.8450816,0,0,0,0,0
16-07-2024,3375.081044,-6587.734542,0,0,0,0,0,-6252.246217,0,0,0,0,0,0,7482.985116,-5279.996853,247.9363072,0,0,0,0,0,0,0,0,117799.3384,0,0,0,0,15163.65149,-2746.293614,-4050.556417,0,-1955.032071,1100.004741,-2343.280411,0,0,0,0,0
17-07-2024,325.3170609,5215.267536,0,0,0,0,0,-5210.125456,0,0,0,0,0,0,-9337.001447,2100.242461,-2425.248604,0,0,0,0,0,0,0,0,13713.16925,0,0,0,0,-376.9598999,-11851.06821,-2283.119986,0,-1517.837272,-21074.82021,567.0998151,0,0,0,0,0
18-07-2024,-2124.578277,-1111.952978,0,0,0,0,0,3445.622803,0,0,0,0,0,0,-777.1679058,7785.817578,-486.7711509,0,0,0,0,0,0,0,0,-129525.6425,0,0,0,0,-4693.669696,989.0373767,2516.333587,0,-8050.788233,-188.0087951,-2058.78908,0,0,0,0,0
19-07-2024,694.8066001,-4637.673212,0,0,0,0,0,-841.383484,0,0,0,0,0,0,-1898.815661,2266.540178,-78.65062646,0,0,0,0,0,0,0,0,-83851.8922,0,0,0,0,-2792.800667,-2303.434754,-9203.570149,0,-15296.74604,-2185.431333,53.85468032,0,0,0,0,0
22-07-2024,909.4463442,-3180.401025,0,0,0,0,0,1470.457784,0,0,0,0,0,0,6269.19356,-4183.044211,2181.090303,0,0,0,0,0,0,0,0,61218.94958,0,0,0,0,5370.613587,-890.5179451,6822.564842,0,-2768.924506,3731.748468,162.0645756,0,0,0,0,0
23-07-2024,-120.5928183,-37.173369,0,0,0,0,0,-516.2838955,0,0,0,0,0,0,-349.4165969,198.779825,671.8033662,0,0,0,0,0,0,0,0,317465.7879,0,0,0,0,765.7616483,102.6092191,396.4413451,0,-3552.542408,1200.34745,819.8499884,0,0,0,0,0
24-07-2024,122.2346476,-311.074518,0,0,0,0,0,-8043.596352,0,0,0,0,0,0,-10588.85267,2929.40014,-7217.979666,0,0,0,0,0,0,0,0,-289452.0637,0,0,0,0,-4743.622607,-51.5330286,1655.144514,0,-3266.175393,-5566.106388,-1122.060227,0,0,0,0,0
25-07-2024,-1829.601918,-2038.099815,0,0,0,0,0,-6139.422977,0,0,0,0,0,0,-4708.197658,2562.987157,-3324.945215,0,0,0,0,0,0,0,0,-215353.5283,0,0,0,0,4156.008287,-1708.915202,-4185.670395,0,-15694.03669,31.19469792,1570.264783,0,0,0,0,0
26-07-2024,1586.417824,-2039.923593,0,0,0,0,0,2886.947307,0,0,0,0,0,0,4300.641418,-3022.240702,-1396.227097,0,0,0,0,0,0,0,0,246299.6111,0,0,0,0,4100.568211,-687.6392542,-2752.125497,0,913.2253843,1315.183739,-286.7102138,0,0,0,0,0
29-07-2024,520.7919506,-1158.069901,0,0,0,0,0,-1645.187142,0,0,0,0,0,0,-458.5246354,-465.9737174,-1033.426576,0,0,0,0,0,0,0,0,128281.5558,0,0,0,0,-2261.793159,-1348.117278,-695.7262122,0,-10458.92116,-386.2951652,301.1776248,0,0,0,0,0
30-07-2024,-155.6011551,914.5902644,0,0,0,0,0,-4241.758224,0,0,0,0,0,0,1654.627004,-1940.199442,1335.962601,0,0,0,0,0,0,0,0,-89542.18232,0,0,0,0,2395.544477,-383.633677,1696.667102,0,5625.218191,-273.4117643,-1068.545439,0,0,0,0,0
31-07-2024,-1633.44056,2011.552788,0,0,0,0,0,3911.340035,0,0,0,0,0,0,6610.320648,-4514.625316,6347.875332,0,0,0,0,0,0,0,0,-56913.7764,0,0,0,0,1375.018936,2731.910076,2130.195222,0,23129.04459,2183.399461,1769.525286,0,0,0,0,0
01-08-2024,1930.921693,-5241.033614,0,0,0,0,0,-4100.064149,0,0,0,0,0,0,-4436.133385,-1005.762981,-35.18477075,0,0,0,0,0,0,0,0,-577185.3328,0,0,0,0,-5825.76611,-1485.71953,-13689.78985,0,-20232.16445,-4242.534213,-712.8264618,0,0,0,0,0
02-08-2024,560.570244,-11688.02135,0,0,0,0,0,-1913.513231,0,0,0,0,0,0,-2826.468945,1430.60999,-2072.407313,0,0,0,0,0,0,0,0,-546533.8275,0,0,0,0,-7915.053618,-1723.930201,-9678.888185,0,-4673.822151,-2190.131054,-566.9625151,0,0,0,0,0
05-08-2024,3550.82122,-6670.207261,0,0,0,0,0,-10102.35754,0,0,0,0,0,0,-2551.569542,11328.45079,-5770.039939,0,0,0,0,0,0,0,0,-538788.4021,0,0,0,0,-8521.433265,-9487.024274,-5273.750071,0,-3848.095079,-770.2333366,985.0320147,0,0,0,0,0
06-08-2024,149.6720717,51.09076,0,0,0,0,0,2373.069142,0,0,0,0,0,0,77.81340179,-2159.446431,4585.284929,0,0,0,0,0,0,0,0,73445.62343,0,0,0,0,16.34593608,44.27760359,42.61485759,0,1432.145363,46.04991686,-1762.664442,0,0,0,0,0
07-08-2024,945.0111426,65.736342,0,0,0,0,0,-6426.164096,0,0,0,0,0,0,99.08008007,730.1177435,-1928.709591,0,0,0,0,0,0,0,0,659010.5052,0,0,0,0,46.10135331,66.57786576,46.77105915,0,-195.7664637,64.78076808,-1509.573819,0,0,0,0,0
08-08-2024,-1355.467283,9077.499641,0,0,0,0,0,4933.964566,0,0,0,0,0,0,279.3599915,-3527.919871,1963.639642,0,0,0,0,0,0,0,0,502443.2586,0,0,0,0,1717.759468,4455.631941,3947.892635,0,5305.052844,1253.364952,1014.151424,0,0,0,0,0
09-08-2024,491.7863649,6184.650682,0,0,0,0,0,422.3541981,0,0,0,0,0,0,3182.553661,-423.146629,4363.139922,0,0,0,0,0,0,0,0,-2438.779909,0,0,0,0,1171.12852,5862.729977,2025.874028,0,3066.591089,1090.418656,128.2403327,1723.290503,0,0,0,0
12-08-2024,953.8991841,-267.7507917,0,0,0,0,0,4559.79416,0,0,0,0,0,0,185.8679022,3032.264633,1405.339949,0,0,0,0,0,0,0,0,175845.8033,0,0,0,0,-3468.200099,1708.259363,6935.622238,0,26206.18759,455.1560539,151.7817188,2258.300306,0,0,0,0
13-08-2024,5120.968569,1295.630935,0,0,0,0,0,7427.845814,0,0,0,0,0,0,2388.358506,-6575.441791,-9033.70439,0,0,0,0,0,0,0,0,122118.2516,0,0,0,0,9895.049603,6549.926964,2114.177355,0,-9961.95734,2377.913531,1079.870159,6565.178381,0,0,0,0
14-08-2024,1359.816981,1947.164992,0,0,0,0,0,-694.8778493,0,0,0,0,0,0,1841.953436,-630.8499166,-681.9891519,0,0,0,0,0,0,0,0,1073.18546,0,0,0,0,-740.1145027,2768.122242,-2552.019991,0,-15868.94935,860.0964531,206.2218859,1334.41587,0,0,0,0
15-08-2024,5894.317889,16895.46137,0,0,0,0,0,4191.935788,0,0,0,0,0,0,6981.194725,-1616.732035,2832.144455,0,0,0,0,0,0,0,0,483195.4116,0,0,0,0,5741.356159,1256.900806,16303.26391,0,27321.96123,5265.559867,-633.9174024,5934.409475,0,0,0,0
16-08-2024,-1048.951558,3966.90521,0,0,0,0,0,-2333.21825,0,0,0,0,0,0,-251.9062062,-1732.133517,-2779.972213,0,0,0,0,0,0,0,0,-93420.62977,0,0,0,0,-400.8928396,1410.442381,-3755.22955,0,-3850.113553,-628.1831475,1579.086269,-3416.890587,0,0,0,0
19-08-2024,-331.9655629,-2988.237425,0,0,0,0,0,3318.444785,0,0,0,0,0,0,2564.995028,-3348.062891,433.8126188,0,0,0,0,0,0,0,0,-195797.1912,0,0,0,0,2071.338832,1609.861509,-2907.896636,0,-191.6110089,2262.906286,-2347.37625,1865.595795,0,0,0,0
20-08-2024,880.3776651,5190.457781,0,0,0,0,0,-2429.822903,0,0,0,0,0,0,-215.081205,-726.1261642,-374.4779971,0,0,0,0,0,0,0,0,-275926.2772,0,0,0,0,-3233.510301,-68.35844601,2692.539657,0,-736.9033572,-1410.983178,-1909.975995,-285.5580753,0,0,0,0
21-08-2024,1128.177249,10.70062749,0,0,0,0,0,3075.335104,0,0,0,0,0,0,4538.229301,-2493.688177,-2353.754653,0,0,0,0,0,0,0,0,-204413.124,0,0,0,0,2760.963305,306.7992318,3490.992487,0,-1167.692856,3090.618182,-1573.1799,2776.328221,0,0,0,0
22-08-2024,-582.3665078,-4358.473228,0,0,0,0,0,-6566.618121,0,0,0,0,0,0,746.9189953,2189.887636,-3009.282467,0,0,0,0,0,0,0,0,178612.4589,0,0,0,0,-205.4907809,-2424.575277,-8834.123843,0,-3793.09034,-763.4214357,-37.39758645,-5012.523353,0,0,0,0
23-08-2024,-722.7340162,-3757.35961,0,0,0,0,0,-1508.55199,0,0,0,0,0,0,1722.714173,-4699.597642,2889.451647,0,0,0,0,0,0,0,0,-6098.865284,0,0,0,0,-1083.512271,45.73747221,6929.204804,0,13526.12419,1116.421629,2927.29074,646.424703,0,0,0,0
26-08-2024,-1747.759669,-4494.696842,0,0,0,0,0,-1455.884204,0,0,0,0,0,0,-118.1316319,-1833.93698,-1683.80992,0,0,0,0,0,0,0,0,171240.3715,0,0,0,0,-1698.791291,-1807.637625,-1704.439965,0,10482.81963,-374.6056001,4762.960527,30.35431915,0,0,0,0
27-08-2024,340.9577646,-5246.819143,0,0,0,0,0,445.9922471,0,0,0,0,0,0,1114.784156,-68.98933412,-1714.064279,0,0,0,0,0,0,0,0,-305499.0831,0,0,0,0,-920.7974985,2217.528507,-3309.334828,0,-5395.12701,-529.1165778,-5310.813835,139.0623106,0,0,0,0
28-08-2024,-2728.713341,-7845.604427,0,0,0,0,0,-2287.275406,0,0,0,0,0,0,-4043.026595,2251.981705,-3030.13441,0,0,0,0,0,0,0,0,-13912.12056,0,0,0,0,11.96968722,604.8282028,-2043.115462,0,-16875.17273,-3150.643203,688.8186353,-552.5581924,0,0,0,0
29-08-2024,-1314.606212,-1811.928482,0,0,0,0,0,-595.8564908,0,0,0,0,0,0,-1279.739147,299.3731753,-3315.366425,0,0,0,0,0,0,0,0,174754.5764,0,0,0,0,643.7754008,-2068.616189,1596.452595,0,9499.475594,-715.1251558,-1886.96107,4608.011452,0,0,0,0
30-08-2024,953.1415105,-494.6111957,0,0,0,0,0,2608.42002,0,0,0,0,0,0,4337.133552,-1724.347839,2308.698629,0,0,0,0,0,0,0,0,98735.4757,0,0,0,0,2542.29882,-820.6734964,3897.188743,0,-19580.99974,2695.011119,2390.172027,2227.771944,0,0,0,0
02-09-2024,-216.1923873,-0.8532,0,0,0,0,0,54.33999977,0,0,0,0,0,0,0.001571683,-213.3907291,0.751110767,0,0,0,0,0,0,0,0,7081.490539,0,0,0,0,0.002928297,-12.29132006,0.020149713,0,0.110258636,0.125169476,0.250202974,-0.055160675,0,0,0,0
03-09-2024,170.6203767,4184.388922,0,0,0,0,0,-6944.34551,0,0,0,0,0,0,-2031.768457,5145.984379,-3105.216815,0,0,0,0,0,0,0,0,-26153.10365,0,0,0,0,-3312.802682,-4908.084437,1005.135779,0,-27851.97576,-2070.693505,11609.21229,-2092.786896,0,0,0,0
04-09-2024,-1308.966988,10894.65147,0,0,0,0,0,-253.7603384,0,0,0,0,0,0,-33.5473233,-511.7106759,-438.8331763,0,0,0,0,0,0,0,0,-161408.9606,0,0,0,0,-0.242144701,-9.367312223,41.8019127,0,-4256.181958,2.213769655,3794.600579,31.56635971,0,0,0,0
05-09-2024,-4387.480812,287.7587646,0,0,0,0,0,677.1860658,0,0,0,0,0,0,-1250.881707,1562.505814,-308.5920698,0,0,0,0,0,0,0,0,-78547.44177,0,0,0,0,-2598.97922,614.8942145,-2674.040474,0,11105.53612,-459.7579315,-868.0797502,-2805.027563,0,0,0,0
06-09-2024,1104.683043,-4836.627451,0,0,0,0,0,-2873.073204,0,0,0,0,0,0,-4512.378176,9046.349054,-2915.285952,0,0,0,0,0,0,0,0,-197057.0794,0,0,0,0,-5995.011704,-6474.008163,-5015.745321,0,-19299.10074,-2472.447958,3075.952224,-6709.934103,0,0,0,0
09-09-2024,-1810.571263,686.7960394,0,0,0,0,0,1185.149098,0,0,0,0,0,0,2479.667257,-6114.007019,-42.41133553,0,0,0,0,0,0,0,0,293754.2688,0,0,0,0,-334.2076227,5474.909746,2346.538226,0,14463.2417,562.9534126,2693.282437,754.1633811,0,0,0,0
10-09-2024,-624.5579462,3621.051388,0,0,0,0,0,1055.76828,0,0,0,0,0,0,778.815121,1199.807058,763.7709818,0,0,0,0,0,0,0,0,-233469.9101,0,0,0,0,-1541.634138,-2308.202483,3493.517477,0,-13903.4157,333.7587209,-6231.561561,1935.051962,0,0,0,0
11-09-2024,-76.25659868,5777.838199,0,0,0,0,0,5040.982995,0,0,0,0,0,0,-5501.099343,-2541.347835,-1812.732189,0,0,0,0,0,0,0,0,151668.9181,0,0,0,0,-9114.442368,-5488.883303,-732.9785522,0,11368.33578,-2742.905206,-755.5095491,-4651.877305,0,0,0,0
12-09-2024,21.58726747,177.3733425,0,0,0,0,0,1822.655072,0,0,0,0,0,0,35.45645041,-1758.408301,4169.251086,0,0,0,0,0,0,0,0,99643.30027,0,0,0,0,0.030458029,-718.3852105,42.91516621,0,23886.3546,12.92956695,5323.296261,31.62600599,0,0,0,0
13-09-2024,41.02442791,7719.993479,0,0,0,0,0,2392.070545,0,0,0,0,0,0,80.18984763,-3062.844149,-3466.331136,0,0,0,0,0,0,0,0,-171620.2088,0,0,0,0,45.17947751,71.56220833,45.65063308,0,12730.32577,39.88717638,2237.745231,31.85527645,0,0,0,0
16-09-2024,115.7413705,2145.231264,0,0,0,0,0,-2782.227398,0,0,0,0,0,0,240.5773913,-1484.532601,4488.396249,0,0,0,0,0,0,0,0,-1830.785117,0,0,0,0,135.4519634,163.8880984,137.2499161,0,9096.263077,118.5986429,4264.349806,95.29397724,0,0,0,0
17-09-2024,43.50019525,3307.936957,0,0,0,0,0,-1553.229856,0,0,0,0,0,0,80.24551805,-1947.345635,1788.04911,0,0,0,0,0,0,0,0,-55526.48736,0,0,0,0,45.21993829,74.14423282,45.82545457,0,-56.60531311,38.7133868,2699.290049,32.00441673,0,0,0,0
18-09-2024,40.78837966,433.288919,0,0,0,0,0,-3082.635878,0,0,0,0,0,0,80.25416734,586.9073567,-5320.284589,0,0,0,0,0,0,0,0,-17036.63316,0,0,0,0,45.19733811,61.2298357,45.8447944,0,1567.051416,39.27686115,-4172.077961,31.70715051,0,0,0,0
19-09-2024,-1330.999358,13408.82649,0,0,0,0,0,7635.474848,0,0,0,0,0,0,-137.9950528,454.1095138,3672.791793,0,0,0,0,0,0,0,0,134895.3792,0,0,0,0,1073.054999,652.6106688,463.7203912,0,15929.79938,-213.2182629,3310.519135,249.6165715,0,0,0,0
20-09-2024,3482.72071,-2582.664894,0,0,0,0,0,186.8766162,0,0,0,0,0,0,-1378.690972,1083.219865,-5818.704788,0,0,0,0,0,0,0,0,58580.81534,0,0,0,0,-2910.727115,-4896.970347,-413.4459647,0,4932.226118,-1048.775913,80.52129638,2228.447733,0,0,0,0
23-09-2024,1598.623176,1276.655647,0,0,0,0,0,1097.446309,0,0,0,0,0,0,2670.228889,0,0,0,0,0,0,0,0,0,0,-125635.7937,0,0,0,0,-1300.215247,1164.776581,869.8229728,0,-2907.761856,1177.930826,-1189.282434,1305.802754,471.7904304,1560.917102,0,0
24-09-2024,-47.20326215,-3557.202978,0,0,0,0,0,-1639.432026,0,0,0,0,0,0,-31.8500301,0,0,0,0,0,0,0,0,0,0,88588.48741,0,0,0,0,552.3443995,4941.856693,-351.3336484,0,34066.73592,197.5264523,6197.726912,2137.491382,280.525616,1363.414471,0,0
25-09-2024,-1288.02487,-1125.072274,0,0,0,0,0,-1639.432026,0,0,0,0,0,0,227.2025074,0,0,0,0,0,0,0,0,0,0,-70484.03087,0,0,0,0,-7032.278171,442.3435283,-2241.729712,0,-9774.053515,-507.0183766,-8412.595932,-210.6479694,246.3406952,-2620.595414,0,0
26-09-2024,2751.170772,-3325.444954,0,0,0,0,0,-1341.563464,0,0,0,0,0,0,-268.38103,0,0,0,0,0,0,0,0,0,0,-134179.3049,0,0,0,0,6964.831914,3969.60995,-2285.682385,0,7350.542614,2058.233744,-2891.502773,-1446.837201,-5964.528699,-2352.916031,0,0
27-09-2024,-3359.777332,-2590.07888,0,0,0,0,0,-1006.727896,0,0,0,0,0,0,-4222.285157,0,0,0,0,0,0,0,0,0,0,-102827.871,0,0,0,0,2217.884142,-7030.464105,667.1475719,0,-7209.057602,-1628.448181,-3619.712874,359.443673,-1202.914117,-3630.329177,0,0
30-09-2024,-480.2403215,1263.981509,910.5712883,0,0,0,0,2182.309042,0,0,0,0,0,0,0,0,0,1299.649326,0,0,0,0,0,0,0,87848.57287,0,0,0,0,3069.120113,-16697.16644,635.5714699,0,-5931.295181,0,209.0936572,315.6434763,0,0,0,0
01-10-2024,-4522.478859,-11859.33876,-3591.93762,0,0,0,0,-4859.190316,0,0,0,0,0,0,0,0,0,-1662.332582,0,0,0,0,0,0,0,53890.09781,0,0,0,0,-6349.455706,-11051.31354,-4233.643342,0,13022.26914,0,-1631.096207,-2075.604208,0,0,0,0
02-10-2024,-1227.08,-2960.907113,698.6838268,0,0,0,0,-765.6823756,0,0,0,0,0,0,0,0,0,1803.31474,0,0,372.041047,0,0,0,0,94296.54181,0,0,0,0,-2694.104364,-13082.26038,21.13593324,-2283.11638,3060.820548,0,249.8878709,-137.6403265,0,0,0,0
03-10-2024,0,0,-1467.068399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-103.8644858,0,0,-1091.743432,0,0,0,0,222915.7125,0,0,0,0,0,0,0,2578.84816,6933.754112,0,2430.192616,0,0,0,0,0
04-10-2024,0,0,177.3942516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3722.321166,0,0,1026.128236,0,0,0,0,78126.9726,0,0,0,0,0,0,0,7110.64764,1580.879425,0,1484.880888,0,0,0,0,0
07-10-2024,0,0,-1980.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1011.17,0,0,-4274.58,0,0,0,0,13724.54,0,0,0,0,0,0,0,3898.1,9053.15,0,3909.859,0,0,0,0,0
08-10-2024,0,0,4875.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3226.9,0,0,3060.954,0,0,0,0,25067.79,0,0,0,0,0,0,0,686.182,-41590.46,0,900.9686,0,0,0,0,0
09-10-2024,0,0,6109.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5543.866,0,0,5379.967,0,0,0,0,-50388.89,0,0,0,0,0,0,0,1804.725,-8256.82,0,1792.552,0,0,0,0,0
10-10-2024,0,0,-2590.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2028.42,0,0,-3399.04,0,0,0,0,-76148.31,0,0,0,0,0,0,0,3263.233,18571,0,-8435.5,0,0,0,0,0
11-10-2024,0,0,5352.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5132.857,0,0,6795.77,0,0,0,0,80177.78,0,0,0,0,0,0,0,-565.642,14899.2,0,-1607.65,0,0,0,0,0
14-10-2024,0,1821.75,3968.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6453.889,0,0,8575.416,0,0,0,0,32269.16,0,0,0,0,0,0,0,2990.007,-20927.06,0,-857.718,0,0,0,110,0
15-10-2024,-431.61,-7635.79,-3640.37,0,0,0,0,0,0,0,0,0,0,0,-4850.77222,0,0,-6875.92,0,0,-9793.66,0,0,0,0,93859.35,0,0,0,0,0,0,0,-7949.58,-15215.58461,0,-4535.18,-7401.176758,-4256.422821,0,1183.677927,0
16-10-2024,784.6942105,535.6641055,-1536.9,0,0,0,0,0,0,0,0,0,0,0,1794.628474,0,0,373.0509,0,0,3012.688,0,0,0,0,38231.38919,0,0,0,0,0,0,0,-2565.5,4271.97815,0,6047.675,6102.137865,1266.52,5867.46312,6588.164636,4728.995911
